sample_id,session_id,timestamp_utc,t_session_s,target_id,tracker_serial,feature_stage,feature_kinematic_model_version,feature_link1_length_mm,feature_link2_length_mm,feature_q1_delta_deg,feature_q2_delta_deg,feature_q3_delta_deg,feature_q1_delta_rad,feature_q2_delta_rad,feature_q3_delta_rad,feature_target_x_mm,feature_target_y_mm,feature_target_z_mm,feature_pan_init_deg,feature_lift_init_deg,feature_elbow_init_deg,feature_pan_target_deg,feature_lift_target_deg,feature_elbow_target_deg,feature_velocity_deg_s,feature_hold_s,feature_status_armed,feature_status_fault,feature_status_enabled_axes,feature_status_configured_axes,feature_pan_pos_raw,feature_pan_logical_deg,feature_pan_reported_target_deg,feature_pan_load_raw,feature_pan_voltage_raw,feature_pan_temperature_c,feature_pan_current_raw,feature_lift_pos_raw,feature_lift_logical_deg,feature_lift_reported_target_deg,feature_lift_load_raw,feature_lift_voltage_raw,feature_lift_temperature_c,feature_lift_current_raw,feature_elbow_pos_raw,feature_elbow_logical_deg,feature_elbow_reported_target_deg,feature_elbow_load_raw,feature_elbow_voltage_raw,feature_elbow_temperature_c,feature_elbow_current_raw,label_window_mean_x_mm_relative,label_window_mean_y_mm_relative,label_window_mean_z_mm_relative,label_window_std_mm,label_window_max_span_mm,label_sample_count,label_window_start_s,label_window_end_s,tracker_valid_ratio,quality_flags
2002154,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.009187+00:00,,SYNRAW002154,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-2.66,17.576,53.366,-0.04642575810304917,0.3067590693305234,0.9314124086192939,-149.07832197457148,-16.303519889934037,279.6288820989986,77.4,79.2,66.4,74.74000000000001,96.77600000000001,119.766,8.0,0.45,synthetic,synthetic,3,3,1596,74.54371086829157,74.54371086829157,-19,124,36,1,2216,97.43958386061169,97.43958386061169,87,123,43,6,2200,119.9741735132023,119.9741735132023,20,124,37,1,438.8208371517872,-314.02328513865245,241.21726288662984,2.5005239951314726,7.220099298539531,8,,,1.0,synthetic_nonlinear_interp
2002155,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.010187+00:00,,SYNRAW002155,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-18.716,-2.305,66.214,-0.3266558228032587,-0.0402298392584693,1.1556523109155254,-132.78530693091324,-124.40962126262255,167.55363747092764,77.4,79.2,66.4,58.684000000000005,76.895,132.614,8.0,0.45,synthetic,synthetic,3,3,1342,58.70042291585364,58.70042291585364,8,124,37,1,1896,77.43788932295563,77.43788932295563,84,123,43,4,2418,132.69099819377266,132.69099819377266,25,124,38,1,573.5735733310668,-204.80965335023814,199.63833198795442,1.5651203896091346,4.213338091171339,8,,,1.0,synthetic_nonlinear_interp
2002156,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.011187+00:00,,SYNRAW002156,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-9.558,2.379,40.591,-0.16681856990561802,0.0415213829049451,0.7084465966770184,-60.1089508812851,-74.07036123819235,148.77590212248703,77.4,79.2,66.4,67.84200000000001,81.57900000000001,106.99100000000001,8.0,0.45,synthetic,synthetic,3,3,1485,67.66043700875632,67.66043700875632,-16,124,36,1,1975,82.35404548070916,82.35404548070916,108,123,45,7,1984,107.35263453903775,107.35263453903775,43,124,37,2,491.3861753324546,-178.26228620238334,272.74215121208505,2.7132980141842187,7.60031337397311,7,,,1.0,synthetic_nonlinear_interp
2002157,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.012187+00:00,,SYNRAW002157,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-20.027,-18.168,68.243,-0.3495370892969044,-0.3170914185023298,1.1910650414384902,-111.59702384931275,-141.57443523787552,59.835747115748546,77.4,79.2,66.4,57.373000000000005,61.032000000000004,134.643,8.0,0.45,synthetic,synthetic,3,3,1316,57.10272193809291,57.10272193809291,-27,124,37,1,1640,61.39000720362685,61.39000720362685,55,123,44,2,2456,134.9051682500698,134.9051682500698,39,124,38,1,591.4383402082325,-129.69667611738313,127.63150136054544,1.4637060000894548,3.9840423013188593,8,,,0.9999999999999999,synthetic_nonlinear_interp
2002158,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.013187+00:00,,SYNRAW002158,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-21.784,16.725,63.173,-0.38020252425444473,0.29190631739605166,1.102576848362378,-200.63266004430403,-119.6414310009238,283.2329380001339,77.4,79.2,66.4,55.61600000000001,95.92500000000001,129.573,8.0,0.45,synthetic,synthetic,3,3,1294,55.69781958942323,55.69781958942323,17,124,36,2,2203,96.6441549835814,96.6441549835814,97,123,43,6,2367,129.70650947665553,129.70650947665553,21,124,38,0,582.3876188997748,-312.34585089519726,244.1445522212634,1.7237456895964824,4.771898359949138,8,,,0.9999999999999999,synthetic_nonlinear_interp
2002159,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.014187+00:00,,SYNRAW002159,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,18.668,12.245,34.094,0.3258180647623014,0.21371556690670565,0.5950525551749467,-91.43564916339825,138.03712268377768,208.31516697994178,77.4,79.2,66.4,96.06800000000001,91.44500000000001,100.494,8.0,0.45,synthetic,synthetic,3,3,1931,95.49008494787896,95.49008494787896,-62,124,37,3,2127,91.89896279211115,91.89896279211115,73,123,45,4,1868,100.52763853632972,100.52763853632972,36,124,37,1,276.69761385321635,-235.08031571130567,160.89568375990586,3.22487835989785,9.238836300081081,8,,,1.0,synthetic_nonlinear_interp
2002160,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.015187+00:00,,SYNRAW002160,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-1.638,25.031,26.963,-0.028588493147667118,0.4368733650667006,0.4705931262152311,-105.18889768034501,-11.290130476074744,284.5218233418003,77.4,79.2,66.4,75.762,104.231,93.363,8.0,0.45,synthetic,synthetic,3,3,1616,75.8079919414639,75.8079919414639,-5,124,36,1,2340,105.25004495121499,105.25004495121499,144,123,42,12,1749,93.61443635598734,93.61443635598734,38,124,36,1,387.82285208806127,-330.6274785167515,305.27320393343064,2.8475387018670086,7.9505765461576505,7,,,1.0,synthetic_nonlinear_interp
2002161,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.016187+00:00,,SYNRAW002161,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-1.95,17.765,68.709,-0.034033920413889425,0.31005774161679267,1.199198275752784,-202.1774877424522,-10.139983055610015,291.15548610561416,77.4,79.2,66.4,75.45,96.965,135.109,8.0,0.45,synthetic,synthetic,3,3,1611,75.5045885972982,75.5045885972982,4,124,35,1,2217,97.50233320642805,97.50233320642805,75,123,42,4,2459,135.0992887530402,135.0992887530402,1,124,37,0,459.1779713105855,-319.96248561224513,194.2955671136363,2.058747622025592,5.796341763612693,8,,,1.0,synthetic_nonlinear_interp
2002162,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.017187+00:00,,SYNRAW002162,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,10.642,24.471,63.005,0.18573793899723653,0.4270995212555324,1.0996446952190273,-222.98901714430565,52.051396678773706,324.0757575690075,77.4,79.2,66.4,88.042,103.671,129.405,8.0,0.45,synthetic,synthetic,3,3,1810,87.90395934486695,87.90395934486695,-17,124,37,2,2327,104.396269567916,104.396269567916,100,123,45,6,2363,129.4823137285789,129.4823137285789,15,124,38,0,374.26650022538075,-360.7382079061185,151.9896177500289,1.6769915662710064,4.665020200203177,8,,,1.0,synthetic_nonlinear_interp
2002163,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.018187+00:00,,SYNRAW002163,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,3.748,15.495,55.705,0.06541494036474747,0.27043876759652136,0.9722356598234413,-147.20689899616923,23.110913819306365,269.4761367551064,77.4,79.2,66.4,81.14800000000001,94.69500000000001,122.105,8.0,0.45,synthetic,synthetic,3,3,1697,80.85051805539216,80.85051805539216,-28,124,36,2,2184,95.43479370567698,95.43479370567698,96,123,42,7,2238,122.15868222374863,122.15868222374863,18,124,37,1,400.8472101518444,-300.7906195127582,209.6543235143934,2.883041984341821,8.43350544587085,8,,,0.9999999999999999,synthetic_nonlinear_interp
2002164,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.019187+00:00,,SYNRAW002164,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-0.107,-1.797,37.615,-0.0018675022996339325,-0.0313635666583381,0.6565055981376671,-37.97234276023548,-0.8628387154586271,107.63496236781842,77.4,79.2,66.4,77.293,77.403,104.01500000000001,8.0,0.45,synthetic,synthetic,3,3,1638,77.16523467398062,77.16523467398062,-22,124,39,1,1904,77.92616620865051,77.92616620865051,78,123,48,5,1935,104.49276313061127,104.49276313061127,38,124,38,2,425.32555936699015,-134.08606637226274,230.4635599993157,2.5775931130798337,7.19441277665693,7,,,1.0,synthetic_nonlinear_interp
2002165,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.020187+00:00,,SYNRAW002165,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,12.363,17.942,15.417,0.21577505542405895,0.31314697439282263,0.2690774107799658,-58.033220213615124,96.87353467685088,202.39286600555027,77.4,79.2,66.4,89.763,97.142,81.81700000000001,8.0,0.45,synthetic,synthetic,3,3,1833,89.35301146612085,89.35301146612085,-26,124,36,1,2231,98.40881785090907,98.40881785090907,167,122,48,15,1551,82.02425683613151,82.02425683613151,37,124,37,1,272.1487502612929,-214.46552982029675,237.21576872457388,3.286793868761909,9.16803394733835,8,,,1.0,synthetic_nonlinear_interp
2002166,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.021187+00:00,,SYNRAW002166,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,13.436,17.468,15.745,0.2345024382979581,0.3048741137383695,0.2748020907265072,-58.91864635130173,105.3733132005818,199.60254202031385,77.4,79.2,66.4,90.83600000000001,96.668,82.14500000000001,8.0,0.45,synthetic,synthetic,3,3,1850,90.42829851688893,90.42829851688893,-30,124,36,1,2223,97.89294352145892,97.89294352145892,162,122,48,15,1556,82.34123561644545,82.34123561644545,35,124,37,1,266.20549777072523,-209.23242136571506,228.18524574888136,3.4044321644822952,9.483871115876068,8,,,1.0,synthetic_nonlinear_interp
2002167,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.022187+00:00,,SYNRAW002167,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-1.358,22.931,65.92,-0.023701571242082997,0.40022145077481974,1.1505210429146622,-219.77581029746034,-6.642997575936897,316.846476454248,77.4,79.2,66.4,76.042,102.131,132.32,8.0,0.45,synthetic,synthetic,3,3,1619,76.02365950152394,76.02365950152394,-6,124,34,1,2298,102.59140995079842,102.59140995079842,69,123,40,3,2413,132.38126792382937,132.38126792382937,1,124,36,0,447.98205497724217,-349.38542285822354,199.53898728033002,2.3212922482503635,6.575961677407361,8,,,0.9999999999999998,synthetic_nonlinear_interp
2002168,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.023187+00:00,,SYNRAW002168,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,17.062,19.201,12.154,0.29778807697527254,0.33512066967543125,0.21212731728739082,-65.88293329807976,133.23674574668595,202.7327575473578,77.4,79.2,66.4,94.462,98.40100000000001,78.554,8.0,0.45,synthetic,synthetic,3,3,1903,93.75775486792568,93.75775486792568,-54,124,36,2,2248,99.50058084706355,99.50058084706355,152,123,48,13,1495,78.74874773495306,78.74874773495306,33,124,37,1,236.07010599728977,-205.90165190054103,205.33963607511035,3.589162023592458,10.05846268516563,8,,,1.0,synthetic_nonlinear_interp
2002169,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.024187+00:00,,SYNRAW002169,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-22.939,11.964,38.095,-0.40036107711497926,0.2088111917086016,0.6648831785472398,-111.47927838235594,-164.42931432391833,215.5303072076565,77.4,79.2,66.4,54.461000000000006,91.164,104.495,8.0,0.45,synthetic,synthetic,3,3,1277,54.668352287502444,54.668352287502444,38,124,36,3,2132,92.22927652194915,92.22927652194915,137,123,46,11,1937,104.59408622977593,104.59408622977593,25,124,37,1,590.7716751863555,-250.11033269047422,317.4851736227332,2.1241630008831986,5.9616831441800775,8,,,1.0,synthetic_nonlinear_interp
2002170,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.025187+00:00,,SYNRAW002170,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,14.149,37.592,13.87,0.24694663586467766,0.6561041724097083,0.2420771672516135,-148.67240354138394,88.56687749545912,339.44938351900464,77.4,79.2,66.4,91.549,116.792,80.27000000000001,8.0,0.45,synthetic,synthetic,3,3,1868,91.52705003799419,91.52705003799419,-12,124,36,2,2538,117.65361019309125,117.65361019309125,121,123,48,9,1523,80.37211534449838,80.37211534449838,28,124,37,1,249.3122137263501,-393.5844667608855,212.96757248343815,3.146722807411785,8.937762740003992,8,,,0.9999999999999999,synthetic_nonlinear_interp
2002171,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.026187+00:00,,SYNRAW002171,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-0.079,4.002,24.435,-0.0013788101090755204,0.06984807666481306,0.4264712027248144,-24.863718285880854,-0.6551231235713394,116.17582100095301,77.4,79.2,66.4,77.32100000000001,83.202,90.83500000000001,8.0,0.45,synthetic,synthetic,3,3,1638,77.1936306365619,77.1936306365619,-23,124,41,1,2001,83.99266855403907,83.99266855403907,113,123,43,10,1703,90.89122079686415,90.89122079686415,18,123,36,1,396.8955623570275,-134.07635538862294,267.0792460749372,2.620386562518625,7.150525262657842,7,,,1.0,synthetic_nonlinear_interp
2002172,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.027187+00:00,,SYNRAW002172,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-12.819,-2.427,52.895,-0.2237337568131531,-0.04235914094590238,0.9231919078424007,-83.61072363277788,-94.74654072542701,141.5498996118307,77.4,79.2,66.4,64.581,76.773,119.29500000000002,8.0,0.45,synthetic,synthetic,3,3,1442,64.92324259088886,64.92324259088886,16,124,36,1,1896,77.44425037990939,77.44425037990939,91,123,42,5,2194,119.58266260095705,119.58266260095705,40,124,37,1,529.0579524049148,-175.6963689993773,232.85640397063005,1.9538108469427165,5.506369446008706,7,,,1.0,synthetic_nonlinear_interp
2002173,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.028187+00:00,,SYNRAW002173,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-0.296,36.966,16.869,-0.005166174585903215,0.6451784112922239,0.29441959151892344,-142.28450287067173,-1.8480371512587066,341.86648761652566,77.4,79.2,66.4,77.104,116.166,83.269,8.0,0.45,synthetic,synthetic,3,3,1633,76.90214759408431,76.90214759408431,-29,124,36,2,2526,116.88532338915536,116.88532338915536,116,123,45,10,1573,83.28725387469456,83.28725387469456,14,124,36,1,367.30357149918143,-400.2250028160221,313.81993590736084,2.4356623464833804,6.839711776069302,7,,,0.9999999999999999,synthetic_nonlinear_interp
2002174,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.029187+00:00,,SYNRAW002174,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-19.732,-11.86,49.653,-0.3443883680035211,-0.20699604928652748,0.8666083334927445,-74.87765579129885,-152.483762365717,60.90580056878922,77.4,79.2,66.4,57.668000000000006,67.34,116.053,8.0,0.45,synthetic,synthetic,3,3,1329,57.886576792345316,57.886576792345316,27,124,36,2,1743,67.8378468707665,67.8378468707665,72,123,42,4,2141,116.5238380140604,116.5238380140604,60,124,37,2,584.6103254996167,-96.91278454373169,203.00471088982994,2.339931881901645,6.3985391760210595,8,,,1.0,synthetic_nonlinear_interp
2002175,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.030187+00:00,,SYNRAW002175,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,9.86,0.278,57.809,0.17208946424664087,0.0048520153205442364,1.0089573872854019,-100.27022459249213,69.47648448478088,171.22595226937847,77.4,79.2,66.4,87.26,79.47800000000001,124.209,8.0,0.45,synthetic,synthetic,3,3,1807,87.7172374576185,87.7172374576185,23,124,39,2,1939,80.13195141096323,80.13195141096323,81,123,46,4,2278,124.53502289141458,124.53502289141458,49,124,39,2,391.4156935624748,-201.28781440115534,155.7135122644863,2.5840957698218294,7.283983649408799,8,,,0.9999999999999998,synthetic_nonlinear_interp
2002176,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.031187+00:00,,SYNRAW002176,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-23.191,16.52,70.198,-0.40475930683000494,0.28832839242946323,1.2251862283149793,-225.0991489021633,-117.77154505096145,284.9769759100074,77.4,79.2,66.4,54.209,95.72,136.598,8.0,0.45,synthetic,synthetic,3,3,1273,54.37691453461084,54.37691453461084,19,124,37,2,2200,96.47973185000988,96.47973185000988,102,123,44,6,2486,136.66027832800285,136.66027832800285,14,124,38,0,592.1443603411387,-314.30724148217604,217.81627043075676,1.7386079631976812,4.721049227221688,8,,,1.0,synthetic_nonlinear_interp
2002177,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.032187+00:00,,SYNRAW002177,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,-22.785,2.603,60.035,-0.397673270066908,0.0454309204294124,1.0478084164347956,-138.94702908546225,-151.66147988189545,191.24866939492554,77.4,79.2,66.4,54.61500000000001,81.803,126.435,8.0,0.45,synthetic,synthetic,3,3,1280,54.835763137748245,54.835763137748245,24,124,36,3,1976,82.45398658902171,82.45398658902171,84,123,42,5,2310,126.39072965231722,126.39072965231722,16,124,38,1,592.4343100792711,-223.12562700535415,232.06687313574136,1.7755382821403414,4.762779043271454,7,,,1.0,synthetic_nonlinear_interp
2002178,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.033187+00:00,,SYNRAW002178,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,17.923,-4.434,46.102,0.31281536183494363,-0.07738789903342858,0.8046316917544257,-73.26144107381243,138.021998316617,109.76944661997113,77.4,79.2,66.4,95.32300000000001,74.766,112.50200000000001,8.0,0.45,synthetic,synthetic,3,3,1930,95.44095914784602,95.44095914784602,-8,124,37,2,1865,75.50974196553085,75.50974196553085,102,123,44,5,2077,112.75064175877118,112.75064175877118,39,124,39,1,349.80087906489655,-134.95775405950903,121.45107479893036,2.9934606220614093,8.300206206520118,7,,,1.0,synthetic_nonlinear_interp
2002179,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.034187+00:00,,SYNRAW002179,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,22.223,16.383,28.672,0.38786451967069985,0.285937291354231,0.5004208031318141,-102.76956015475413,162.29278489440844,226.17408888523184,77.4,79.2,66.4,99.623,95.583,95.072,8.0,0.45,synthetic,synthetic,3,3,1988,99.05519816898116,99.05519816898116,-62,124,37,3,2196,96.19512174331841,96.19512174331841,91,123,46,6,1777,95.21152979256377,95.21152979256377,41,124,37,1,244.50294641593254,-250.78140526941198,146.21866345719172,3.3516089256608277,9.515407969311473,7,,,1.0,synthetic_nonlinear_interp
2002180,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.035187+00:00,,SYNRAW002180,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,7.224,11.802,40.803,0.12608258516407037,0.20598375832037077,0.7121466946912463,-88.17579265141545,52.200762967728856,220.25259040077282,77.4,79.2,66.4,84.62400000000001,91.00200000000001,107.203,8.0,0.45,synthetic,synthetic,3,3,1752,84.28556367508412,84.28556367508412,-36,124,38,2,2120,91.44790096036594,91.44790096036594,87,123,48,6,1984,107.30677400703335,107.30677400703335,32,124,38,1,354.85046261218315,-250.29961952554737,220.43467605341993,2.787690127406096,8.000061388720946,7,,,0.9999999999999999,synthetic_nonlinear_interp
2002181,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,2026-05-25T14:01:55.036187+00:00,,SYNRAW002181,LHR-A84263A3_SYNTHETIC_INTERP,P1_THREE_AXIS_2LINK_IK_TARGET_TRACKER_LABEL_SYNTHETIC_NONLINEAR_INTERP,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,300.0,200.0,15.924,-17.309,68.572,0.27792623008757705,-0.3020990402276985,1.1968071746775517,-104.2296214432899,112.91741129709607,66.74784294440293,77.4,79.2,66.4,93.32400000000001,61.891000000000005,134.972,8.0,0.45,synthetic,synthetic,3,3,1896,93.29048327860718,93.29048327860718,-7,124,38,1,1653,62.22576599712522,62.22576599712522,51,123,49,2,2459,135.11086912987216,135.11086912987216,32,124,39,1,452.4995925391849,-124.48438689542647,67.97760896072626,1.8777449778762938,5.009440151858335,8,,,1.0,synthetic_nonlinear_interp
